transmitting,holding,state,prob,rate
10,1,c,0.004570420817610704,150
10,2,c,0.0064512159870228365,150
10,3,c,0.008099502265852395,150
10,4,c,0.009539390148816712,150
10,5,c,0.010792326264626069,150
10,6,c,0.011877353245719532,150
10,7,c,0.012811362391370729,150
10,8,c,0.013609333648997772,150
10,9,c,0.01428455938888874,150
10,10,c,0.014854217648458717,150
10,11,c,0.015331506947635748,150
10,12,c,0.015726618599787436,150
10,13,c,0.01604750243160516,150
10,14,c,0.016300464409985716,150
10,15,c,0.016490628178903663,150
10,16,c,0.016622287031490462,150
10,17,c,0.016699168231491146,150
10,18,c,0.01672462772472545,150
10,19,c,0.016701790034310746,150
10,20,c,0.016687322415920365,150
10,21,c,0.016662674258568187,150
10,22,c,0.01661463187933037,150
10,23,c,0.016534265592260403,150
10,24,c,0.016416051099491447,150
10,25,c,0.016257139158864398,150
10,26,c,0.016056751119386085,150
10,27,c,0.015815681068743995,150
10,28,c,0.01553588806813423,150
10,29,c,0.01522016431318638,150
10,30,c,0.01540863611389629,150
10,31,c,0.0154072112955562,150
10,32,c,0.015251984525546793,150
10,33,c,0.014973730497805345,150
10,34,c,0.014598606981456324,150
10,35,c,0.014148770459388855,150
10,36,c,0.013642914808311193,150
10,37,c,0.013096742255607067,150
10,38,c,0.01252337477083747,150
10,39,c,0.011933713095394923,150
10,40,c,0.016704430212240114,150
10,41,c,0.015033984184219274,150
10,42,c,0.01353058305968073,150
10,43,c,0.012177522318208196,150
10,44,c,0.010959767894433828,150
10,45,c,0.009863789132232612,150
10,46,c,0.008877408443527668,150
10,47,c,0.007989666001241683,150
10,48,c,0.0071906979629779485,150
10,49,c,0.006471626872354776,150
10,50,c,0.058244525362142224,150
1,0,t,0.012736130752302515,125
1,1,t,0.01123775978432334,125
1,2,t,0.009915668064833976,125
1,3,t,0.008749116822120217,125
1,4,t,0.007719807144269132,125
1,5,t,0.0068115929363332,125
1,6,t,0.006010227647299246,125
1,7,t,0.005303140793936797,125
1,8,t,0.004679240776005237,125
1,9,t,0.0041287408897126305,125
1,10,t,0.003643005810215662,125
1,11,t,0.003214416135033535,125
1,12,t,0.0028362488635592614,125
1,13,t,0.0025025719378294928,125
1,14,t,0.0022081511902845674,125
1,15,t,0.0019483682388703215,125
1,16,t,0.0017191480415565895,125
1,17,t,0.0015168949738687833,125
1,18,t,0.0013384364267227116,125
1,19,t,0.0011809730398205222,125
1,20,t,0.0010420347899510697,125
1,21,t,0.0009194422453821282,125
1,22,t,0.0008112723785672278,125
1,23,t,0.000715828400893874,125
1,24,t,0.0006316131462914727,125
1,25,t,0.0005573055861852632,125
1,26,t,0.0004917401074010687,125
1,27,t,0.0004338882279684352,125
1,28,t,0.00038284246400918957,125
1,29,t,0.00033780209464292176,125
1,30,t,0.00029806060161184845,125
1,31,t,0.0002629945865999991,125
1,32,t,0.00023205399239905822,125
1,33,t,0.0002047534745277615,125
1,34,t,0.0001806647879563016,125
1,35,t,0.00015941006951202382,125
1,36,t,0.00014065591059157274,125
1,37,t,0.00012410812720241383,125
1,38,t,0.0001095071452945659,125
1,39,t,9.662392899545938e-05,125
1,40,t,8.525638787680279e-05,125
1,41,t,7.522620689692166e-05,125
1,42,t,6.637604929115558e-05,125
1,43,t,5.8567088535253697e-05,125
1,44,t,5.1676830665969235e-05,125
1,45,t,4.559719280004722e-05,125
1,46,t,4.023280770996666e-05,125
1,47,t,3.549952786186486e-05,125
1,48,t,3.132310544911928e-05,125
1,49,t,2.763802771674992e-05,125
1,50,t,0.00020728479330613017,125
2,0,c,0.005865707424555604,125
2,1,c,0.005175622980343668,125
2,2,c,0.004566725084603211,125
2,3,c,0.004029462361835197,125
2,4,c,0.003555407129758823,125
2,5,c,0.0031371231998758354,125
2,6,c,0.0027680492309376703,125
2,7,c,0.002442395805557771,125
2,8,c,0.0021550546154792782,125
2,9,c,0.0019015183309479893,125
2,10,c,0.0016778098972340982,125
2,11,c,0.0014804201492253533,125
2,12,c,0.0013062527654922936,125
2,13,c,0.0011525756983577357,125
2,14,c,0.0010169783180854278,125
2,15,c,0.0008973335989380843,125
2,16,c,0.0007917647539418974,125
2,17,c,0.000698615794980304,125
2,18,c,0.0006164255564118928,125
2,19,c,0.0005439047747387853,125
2,20,c,0.0004799158647893011,125
2,21,c,0.00042345507517762654,125
2,22,c,0.00037363674312456123,125
2,23,c,0.0003296794016559342,125
2,24,c,0.00029089352125086796,125
2,25,c,0.00025667069365176935,125
2,26,c,0.0002264740881694175,125
2,27,c,0.00019983003077769345,125
2,28,c,0.00017632057390490281,125
2,29,c,0.0001555769403685771,125
2,30,c,0.0001372737386137305,125
2,31,c,0.00012112385851239113,125
2,32,c,0.00010687396765820774,125
2,33,c,9.430053751004997e-05,125
2,34,c,8.320633704855237e-05,125
2,35,c,7.341733894464186e-05,125
2,36,c,6.477998970878634e-05,125
2,37,c,5.7158800999804554e-05,125
2,38,c,5.043422430942491e-05,125
2,39,c,4.450077568459861e-05,125
2,40,c,3.926538107102949e-05,125
2,41,c,3.464591632246648e-05,125
2,42,c,3.056991897395445e-05,125
2,43,c,2.6973451571511166e-05,125
2,44,c,2.3800098727769164e-05,125
2,45,c,2.1000082171554248e-05,125
2,46,c,1.852947990914194e-05,125
2,47,c,1.6349537249339264e-05,125
2,48,c,1.442605888445756e-05,125
2,49,c,1.2728872491249588e-05,125
2,50,c,9.54663527517072e-05,125
3,0,c,0.005554448407716272,125
3,1,c,0.004900982735989049,125
3,2,c,0.004324395514250199,125
3,3,c,0.0038156422030108435,125
3,4,c,0.0033667423281290246,125
3,5,c,0.0029706542964304753,125
3,6,c,0.002621164938929258,125
3,7,c,0.002312792048986503,125
3,8,c,0.0020406983865884753,125
3,9,c,0.0018006157997861128,125
3,10,c,0.0015887782730399128,125
3,11,c,0.0014018628522439638,125
3,12,c,0.00123693751975938,125
3,13,c,0.0010914152018076336,125
3,14,c,0.0009630131867683393,125
3,15,c,0.0008497173178032763,125
3,16,c,0.0007497503981204562,125
3,17,c,0.0006615443132723336,125
3,18,c,0.0005837154331896078,125
3,19,c,0.0005150429080983746,125
3,20,c,0.0004544495178633806,125
3,21,c,0.0004009847743536292,125
3,22,c,0.0003538100117685105,125
3,23,c,0.0003121852310462943,125
3,24,c,0.000275457491992017,125
3,25,c,0.00024305067103982665,125
3,26,c,0.00021445642398658873,125
3,27,c,0.00018922621193494997,125
3,28,c,0.0001669642653627968,125
3,29,c,0.00014732137595029884,125
3,30,c,0.00012998941878219578,125
3,31,c,0.00011469651899689871,125
3,32,c,0.00010120278706718898,125
3,33,c,8.929655581302795e-05,125
3,34,c,7.879106011946267e-05,125
3,35,c,6.952150727682385e-05,125
3,36,c,6.134249198719856e-05,125
3,37,c,5.412571548853641e-05,125
3,38,c,4.775797301742548e-05,125
3,39,c,4.2139378041409304e-05,125
3,40,c,3.718179540552181e-05,125
3,41,c,3.280745881487945e-05,125
3,42,c,2.8947750966594623e-05,125
3,43,c,2.5542127195906142e-05,125
3,44,c,2.2537165752349015e-05,125
3,45,c,1.988572980836714e-05,125
3,46,c,1.7546228055330182e-05,125
3,47,c,1.5481962288353225e-05,125
3,48,c,1.366055174606995e-05,125
3,49,c,1.2053425175131737e-05,125
3,50,c,9.040050801246531e-05,125
4,0,c,0.005259747148439769,125
4,1,c,0.004640952274281654,125
4,2,c,0.004094956925552758,125
4,3,c,0.003613196437088578,125
4,4,c,0.0031881137531690374,125
4,5,c,0.0028130408850218823,125
4,6,c,0.002482094314526518,125
4,7,c,0.002190082703386285,125
4,8,c,0.0019324254600642584,125
4,9,c,0.0017050808870964901,125
4,10,c,0.0015044827816774254,125
4,11,c,0.001327484495013142,125
4,12,c,0.001171309572938753,125
4,13,c,0.001033508203532278,125
4,14,c,0.0009119187885475724,125
4,15,c,0.0008046340358633751,125
4,16,c,0.0007099710410627245,125
4,17,c,0.0006264448888330202,125
4,18,c,0.0005527453600890406,125
4,19,c,0.0004877163794394298,125
4,20,c,0.00043033788060234927,125
4,21,c,0.0003797098053056613,125
4,22,c,0.00033503798467252814,125
4,23,c,0.00029562168162358384,125
4,24,c,0.00026084259888135624,125
4,25,c,0.0002301551801529181,125
4,26,c,0.00020307805235185268,125
4,27,c,0.00017918647461952068,125
4,28,c,0.0001581056756982374,125
4,29,c,0.0001395049751443291,125
4,30,c,0.00012309259616438234,125
4,31,c,0.00010861108870714906,125
4,32,c,9.58332910161215e-05,125
4,33,c,8.455876629452752e-05,125
4,34,c,7.461065858677395e-05,125
4,35,c,6.58329185570641e-05,125
4,36,c,5.808785564732623e-05,125
4,37,c,5.12539782172942e-05,125
4,38,c,4.522408778605259e-05,125
4,39,c,3.9903597480960934e-05,125
4,40,c,3.520904831636528e-05,125
4,41,c,3.106680002814533e-05,125
4,42,c,2.7411875927919433e-05,125
4,43,c,2.4186943657120976e-05,125
4,44,c,2.134141585242414e-05,125
4,45,c,1.8830656615512075e-05,125
4,46,c,1.6615281339505355e-05,125
4,47,c,1.4660538908851284e-05,125
4,48,c,1.2935766581743368e-05,125
4,49,c,1.1413909004155463e-05,125
4,50,c,8.560414632282562e-05,125
5,0,c,0.004980701932807815,125
5,1,c,0.004394735965480815,125
5,2,c,0.0038777072924342897,125
5,3,c,0.003421505629440701,125
5,4,c,0.0030189748450418293,125
5,5,c,0.002663800707083791,125
5,6,c,0.0023504118355652634,125
5,7,c,0.0020738923081123502,125
5,8,c,0.0018299045471803965,125
5,9,c,0.0016146212793659526,125
5,10,c,0.0014246654995192338,125
5,11,c,0.0012570574979152125,125
5,12,c,0.001109168119532686,125
5,13,c,0.0009786775222517773,125
5,14,c,0.0008635387870365452,125
5,15,c,0.0007619458092802839,125
5,16,c,0.0006723049676461392,125
5,17,c,0.0005932101259912729,125
5,18,c,0.0005234205762462831,125
5,19,c,0.00046184157625459027,125
5,20,c,0.0004075071772817681,125
5,21,c,0.0003595650718215424,125
5,22,c,0.000317263224015897,125
5,23,c,0.0002799380729697644,125
5,24,c,0.0002470041239135241,125
5,25,c,0.00021794476393668927,125
5,26,c,0.00019230415822551564,125
5,27,c,0.00016968009968601472,125
5,28,c,0.00014971769978938508,125
5,29,c,0.00013210382167207316,125
5,30,c,0.00011656216816662635,125
5,31,c,0.00010284894771197792,125
5,32,c,9.074905015785887e-05,125
5,33,c,8.007267247513207e-05,125
5,34,c,7.065234144221412e-05,125
5,35,c,6.234028660424383e-05,125
5,36,c,5.5006122296416126e-05,125
5,37,c,4.853480237100118e-05,125
5,38,c,4.282481554503972e-05,125
5,39,c,3.7786593060534296e-05,125
5,40,c,3.3341103679041824e-05,125
5,41,c,2.9418613971241742e-05,125
5,42,c,2.5957594455182587e-05,125
5,43,c,2.2903754424281148e-05,125
5,44,c,2.0209190325148205e-05,125
5,45,c,1.7831634326516114e-05,125
5,46,c,1.5733791291912037e-05,125
5,47,c,1.3882753755748937e-05,125
5,48,c,1.2249485725782633e-05,125
5,49,c,1.0808367214898357e-05,125
5,50,c,8.106259198650068e-05,125
6,0,c,0.00471644441821877,125
6,1,c,0.004161567625118333,125
6,2,c,0.003671970569934846,125
6,3,c,0.003239973269948815,125
6,4,c,0.0028587992714138237,125
6,5,c,0.002522469351842942,125
6,6,c,0.0022257077279301814,125
6,7,c,0.0019638592978538484,125
6,8,c,0.0017328166197965466,125
6,9,c,0.0015289554812427267,125
6,10,c,0.0013490780483722752,125
6,11,c,0.0011903627037725512,125
6,12,c,0.001050319785606413,125
6,13,c,0.0009267525339462413,125
6,14,c,0.0008177226316648785,125
6,15,c,0.0007215197993467056,125
6,16,c,0.000636634967274167,125
6,17,c,0.0005617366036568292,125
6,18,c,0.0004956498277795861,125
6,19,c,0.0004373379804318821,125
6,20,c,0.0003858863625254562,125
6,21,c,0.0003404878868194299,125
6,22,c,0.0003004304176805715,125
6,23,c,0.0002650856002862387,125
6,24,c,0.00023389900404102915,125
6,25,c,0.00020638142559351242,125
6,26,c,0.00018210121502927864,125
6,27,c,0.00016067750486642213,125
6,28,c,0.00014177423564112483,125
6,29,c,0.00012509488436691587,125
6,30,c,0.00011037781317602129,125
6,31,c,9.739216518068725e-05,125
6,32,c,8.59342431749e-05,125
6,33,c,7.582431437212531e-05,125
6,34,c,6.690379105686763e-05,125
6,35,c,5.903274292482624e-05,125
6,36,c,5.208770208950218e-05,125
6,37,c,4.59597263237422e-05,125
6,38,c,4.055269015560586e-05,125
6,39,c,3.578177701217552e-05,125
6,40,c,3.157214875847009e-05,125
6,41,c,2.7857771761533242e-05,125
6,42,c,2.4580381064791296e-05,125
6,43,c,2.16885664245606e-05,125
6,44,c,1.9136965871800947e-05,125
6,45,c,1.688555414910156e-05,125
6,46,c,1.4899014861202478e-05,125
6,47,c,1.314618649018923e-05,125
6,48,c,1.1599573585567467e-05,125
6,49,c,1.0234915461394046e-05,125
6,50,c,7.676171243699969e-05,125
7,0,c,0.004466141131365088,125
7,1,c,0.0039407118357429145,125
7,2,c,0.003477097860456,125
7,3,c,0.0030680268020431044,125
7,4,c,0.002707081835430544,125
7,5,c,0.00238860105747376,125
7,6,c,0.0021075886724559734,125
7,7,c,0.0018596366263701899,125
7,8,c,0.0016408554607135787,125
7,9,c,0.0014478133011441555,125
7,10,c,0.0012774820239549475,125
7,11,c,0.0011271897559156088,125
7,12,c,0.0009945789623775451,125
7,13,c,0.0008775694661991421,125
7,14,c,0.0007743258173931544,125
7,15,c,0.0006832285016460821,125
7,16,c,0.0006028485360762983,125
7,17,c,0.0005319250537320208,125
7,18,c,0.000469345525211644,125
7,19,c,0.0004141283071565684,125
7,20,c,0.0003654072438658453,125
7,21,c,0.0003224180804891369,125
7,22,c,0.00028448647467006733,125
7,23,c,0.0002510174185871371,125
7,24,c,0.00022148590546255264,125
7,25,c,0.00019542869413079092,125
7,26,c,0.0001724370424831544,125
7,27,c,0.00015215029580270252,125
7,28,c,0.0001342502294141024,125
7,29,c,0.00011845605690513531,125
7,30,c,0.00010452002561746499,125
7,31,c,9.222353031575638e-05,125
7,32,c,8.137368407302993e-05,125
7,33,c,7.180029258202538e-05,125
7,34,c,6.33531844304415e-05,125
7,35,c,5.589985546220214e-05,125
7,36,c,4.9323390272902146e-05,125
7,37,c,4.3520628235943766e-05,125
7,38,c,3.840054529041348e-05,125
7,39,c,3.388282610734727e-05,125
7,40,c,2.989660423669192e-05,125
7,41,c,2.6379350472534477e-05,125
7,42,c,2.3275891999081125e-05,125
7,43,c,2.0537546931535983e-05,125
7,44,c,1.812136067574238e-05,125
7,45,c,1.598943212814316e-05,125
7,46,c,1.4108319146405971e-05,125
7,47,c,1.244851396482926e-05,125
7,48,c,1.0983980325680796e-05,125
7,49,c,9.691745065777066e-06,125
7,50,c,7.268794261739335e-05,125
8,0,c,0.004228995304358285,125
8,1,c,0.0037314655670301388,125
8,2,c,0.0032924688432691956,125
8,3,c,0.002905118884033093,125
8,4,c,0.002563339588655181,125
8,5,c,0.0022617696931028714,125
8,6,c,0.0019956786714016663,125
8,7,c,0.0017608925310267584,125
8,8,c,0.0015537283382639907,125
8,9,c,0.0013709364464831954,125
8,10,c,0.0012096495210970274,125
8,11,c,0.0010673375615944238,125
8,12,c,0.0009417682151084437,125
8,13,c,0.0008309717589846885,125
8,14,c,0.000733210203054672,125
8,15,c,0.0006469500269423459,125
8,16,c,0.0005708381247519345,125
8,17,c,0.0005036805797974486,125
8,18,c,0.00044442393642740496,125
8,19,c,0.00039213867516801486,125
8,20,c,0.0003460046319706815,125
8,21,c,0.0003052981328451546,125
8,22,c,0.0002693806420679255,125
8,23,c,0.00023768874589786914,125
8,24,c,0.00020972531468039466,125
8,25,c,0.00018505170470583328,125
8,26,c,0.00016328087749787877,125
8,27,c,0.00014407132859899313,125
8,28,c,0.00012712173061753094,125
8,29,c,0.00011216620650577215,125
8,30,c,9.897015892388276e-05,125
8,31,c,8.7326590267747e-05,125
8,32,c,7.705285563557812e-05,125
8,33,c,6.79877977989665e-05,125
8,34,c,5.998921923692444e-05,125
8,35,c,5.2931651578078905e-05,125
8,36,c,4.670438746197516e-05,125
8,37,c,4.1209743946506684e-05,125
8,38,c,3.636153022067732e-05,125
8,39,c,3.208369558677752e-05,125
8,40,c,2.8309136503834108e-05,125
8,41,c,2.4978643978993148e-05,125
8,42,c,2.2039974795583364e-05,125
8,43,c,1.944703200857361e-05,125
8,44,c,1.7159141852473337e-05,125
8,45,c,1.514041571914088e-05,125
8,46,c,1.3359187197083759e-05,125
8,47,c,1.178751534153541e-05,125
8,48,c,1.0400746383531e-05,125
8,49,c,9.177127002618509e-06,125
8,50,c,6.88283148629623e-05,125
9,0,c,0.004004248589891359,125
9,1,c,0.003533159689160713,125
9,2,c,0.0031174931098492927,125
9,3,c,0.0027507285673426672,125
9,4,c,0.0024271128706875567,125
9,5,c,0.0021415696761196805,125
9,6,c,0.0018896198578421057,125
9,7,c,0.0016673112469639151,125
9,8,c,0.0014711566364607207,125
9,9,c,0.0012980790796820296,125
9,10,c,0.0011453636243397589,125
9,11,c,0.001010614724861029,125
9,12,c,0.0008917186650612144,125
9,13,c,0.000786810401686873,125
9,14,c,0.0006942443087250376,125
9,15,c,0.0006125683635648337,125
9,16,c,0.0005405013700862967,125
9,17,c,0.00047691286139077573,125
9,18,c,0.0004208053669199978,125
9,19,c,0.0003712987658002947,125
9,20,c,0.0003276164809728435,125
9,21,c,0.00028907329754703116,125
9,22,c,0.00025506461429100445,125
9,23,c,0.00022505695965512786,125
9,24,c,0.00019857962355931963,125
9,25,c,0.0001752172736776865,125
9,26,c,0.0001546034403971502,125
9,27,c,0.00013641476825284064,125
9,28,c,0.00012036594366640059,125
9,29,c,0.00010620521942206956,125
9,30,c,9.37104656758305e-05,125
9,31,c,8.268568555262595e-05,125
9,32,c,7.295794067397884e-05,125
9,33,c,6.43746383888884e-05,125
9,34,c,5.680113815463534e-05,125
9,35,c,5.0118639520297074e-05,125
9,36,c,4.422231858324134e-05,125
9,37,c,3.901968368646482e-05,125
9,38,c,3.442912456354654e-05,125
9,39,c,3.0378632172864115e-05,125
9,40,c,2.6804669139663586e-05,125
9,41,c,2.3651173087667626e-05,125
9,42,c,2.0868677225898428e-05,125
9,43,c,1.8413534396135373e-05,125
9,44,c,1.624723240900919e-05,125
9,45,c,1.4335789928933384e-05,125
9,46,c,1.2649223431595178e-05,125
9,47,c,1.116107687232667e-05,125
9,48,c,9.8480066878207e-06,125
9,49,c,8.689415621157205e-06,125
9,50,c,6.517048681763358e-05,125
10,0,c,0.0037915480061086835,125
10,1,c,0.006935848779752942,125
10,2,c,0.00951994185810339,125
10,3,c,0.011619957172165758,125
10,4,c,0.013302393099133883,125
10,5,c,0.014625269915202558,125
10,6,c,0.01563916391144702,125
10,7,c,0.01638812926242608,125
10,8,c,0.016910515811690372,125
10,9,c,0.01723969145500681,125
10,10,c,0.01740778569936725,125
10,11,c,0.01744131154209269,125
10,12,c,0.017362298714977024,125
10,13,c,0.017189187802871063,125
10,14,c,0.016937534083346095,125
10,15,c,0.01662056050034979,125
10,16,c,0.016249591474384362,125
10,17,c,0.015834392964788453,125
10,18,c,0.015383439086391872,125
10,19,c,0.014904121435346845,125
10,20,c,0.01442933006083926,125
10,21,c,0.01395232048990552,125
10,22,c,0.0134693212059413,125
10,23,c,0.012978757046119177,125
10,24,c,0.012480634231634462,125
10,25,c,0.011976057389397516,125
10,26,c,0.011466853938626164,125
10,27,c,0.010955285428276708,125
10,28,c,0.010443828944608565,125
10,29,c,0.009935014667281371,125
10,30,c,0.00965584488715677,125
10,31,c,0.009304852891186474,125
10,32,c,0.008902802009328577,125
10,33,c,0.008466564156138405,125
10,34,c,0.008009748076794063,125
10,35,c,0.007543233630877896,125
10,36,c,0.007075625527238471,125
10,37,c,0.006613638067696433,125
10,38,c,0.006162420852746568,125
10,39,c,0.005725834015384208,125
10,40,c,0.007215239448773215,125
10,41,c,0.006366386250944317,125
10,42,c,0.005617398311445389,125
10,43,c,0.004956526755621978,125
10,44,c,0.004373404931806471,125
10,45,c,0.00385888579656199,125
10,46,c,0.0034048984311080177,125
10,47,c,0.003004321438196152,125
10,48,c,0.0026508712334975004,125
10,49,c,0.0023390034792028476,125
10,50,c,0.01754249100903935,125
1,0,t,0.025687383668776587,100
1,1,t,0.022017751139593922,100
1,2,t,0.01887235272755103,100
1,3,t,0.016176297716101573,100
1,4,t,0.013865394080831588,100
1,5,t,0.01188462010224994,100
1,6,t,0.010186814319981613,100
1,7,t,0.00873155263668349,100
1,8,t,0.007484185835961318,100
1,9,t,0.006415014597962698,100
1,10,t,0.005498582370087352,100
1,11,t,0.004713069256340785,100
1,12,t,0.004039772494071411,100
1,13,t,0.0034626611484437305,100
1,14,t,0.0029679944220962046,100
1,15,t,0.0025439944920840223,100
1,16,t,0.002180566084481686,100
1,17,t,0.001869056109825411,100
1,18,t,0.0016020476364081537,100
1,19,t,0.001373183296011772,100
1,20,t,0.0011770139174346872,100
1,21,t,0.00100886878383868,100
1,22,t,0.0008647444247918978,100
1,23,t,0.0007412092951904126,100
1,24,t,0.0006353220714997546,100
1,25,t,0.0005445616199822094,100
1,26,t,0.0004667669694798894,100
1,27,t,0.0004000858595296616,100
1,28,t,0.00034293063875953786,100
1,29,t,0.0002939404635251935,100
1,30,t,0.00025194889675046034,100
1,31,t,0.00021595613551295178,100
1,32,t,0.00018510520612391419,100
1,33,t,0.00015866155991719759,100
1,34,t,0.00013599558393027311,100
1,35,t,0.0001165676100637678,100
1,36,t,9.991506579321554e-05,100
1,37,t,8.564146049662293e-05,100
1,38,t,7.34069451665638e-05,100
1,39,t,6.292022073699086e-05,100
1,40,t,5.393160236552456e-05,100
1,41,t,4.62270745341525e-05,100
1,42,t,3.962319542263031e-05,100
1,43,t,3.3962729230053585e-05,100
1,44,t,2.9110902451214412e-05,100
1,45,t,2.4952194971838033e-05,100
1,46,t,2.138758957940631e-05,100
1,47,t,1.833221440169639e-05,100
1,48,t,1.5713322140525698e-05,100
1,49,t,1.3468557986586364e-05,100
1,50,t,8.081118629708583e-05,100
2,0,c,0.011034619262005343,100
2,1,c,0.009458242379363963,100
2,2,c,0.008107062580294044,100
2,3,c,0.006948908797706688,100
2,4,c,0.005956205839118328,100
2,5,c,0.00510531783201063,100
2,6,c,0.004375985462870407,100
2,7,c,0.003750843610790759,100
2,8,c,0.0032150078906755123,100
2,9,c,0.0027557202618017883,100
2,10,c,0.0023620452638171865,100
2,11,c,0.0020246096476691,100
2,12,c,0.0017353792021794774,100
2,13,c,0.001487467462591692,100
2,14,c,0.0012749717465152474,100
2,15,c,0.001092832613346615,100
2,16,c,0.0009367134009504212,100
2,17,c,0.0008028969714154997,100
2,18,c,0.0006881972074426514,100
2,19,c,0.0005898831521270898,100
2,20,c,0.0005056139859335061,100
2,21,c,0.0004333832926906376,100
2,22,c,0.0003714712876001739,100
2,23,c,0.00031840386982762077,100
2,24,c,0.0002729175247329463,100
2,25,c,0.00023392924007703346,100
2,26,c,0.00020051071992010193,100
2,27,c,0.000171866282255441,100
2,28,c,0.00014731391412925422,100
2,29,c,0.00012626903317677627,100
2,30,c,0.00010823056894277858,100
2,31,c,9.276903258837124e-05,100
2,32,c,7.951629092824009e-05,100
2,33,c,6.815680132225882e-05,100
2,34,c,5.842009872762576e-05,100
2,35,c,5.0074356031004465e-05,100
2,36,c,4.292086433489944e-05,100
2,37,c,3.6789301775825496e-05,100
2,38,c,3.1533678226805315e-05,100
2,39,c,2.702885932902412e-05,100
2,40,c,2.3167587091285265e-05,100
2,41,c,1.9857926118830892e-05,100
2,42,c,1.7021074667252025e-05,100
2,43,c,1.4589488403514704e-05,100
2,44,c,1.2505272201512655e-05,100
2,45,c,1.0718801681644986e-05,100
2,46,c,9.187541673537184e-06,100
2,47,c,7.875033470175585e-06,100
2,48,c,6.750026760139026e-06,100
2,49,c,5.785735569916156e-06,100
2,50,c,3.4714343990775175e-05,100
3,0,c,0.009980859027350346,100
3,1,c,0.008555019579151918,100
3,2,c,0.007332871829881087,100
3,3,c,0.006285316915521818,100
3,4,c,0.005387412959757847,100
3,5,c,0.0046177812175692435,100
3,6,c,0.0039580970556030584,100
3,7,c,0.0033926536497587228,100
3,8,c,0.002907988011796592,100
3,9,c,0.0024925604408083946,100
3,10,c,0.00213647976741297,100
3,11,c,0.0018312678488488655,100
3,12,c,0.0015696577076825516,100
3,13,c,0.0013454205078934577,100
3,14,c,0.0011532172487037462,100
3,15,c,0.0009884716450398756,100
3,16,c,0.0008472611679595652,100
3,17,c,0.0007262236507585881,100
3,18,c,0.0006224772370852904,100
3,19,c,0.0005335517650583198,100
3,20,c,0.00045732995367000237,100
3,21,c,0.00039199699114658807,100
3,22,c,0.00033599732498355264,100
3,23,c,0.0002879976248437392,100
3,24,c,0.00024685503647889736,100
3,25,c,0.0002115899708133609,100
3,26,c,0.00018136278030780732,100
3,27,c,0.00015545376727703382,100
3,28,c,0.0001332460481671588,100
3,29,c,0.00011421086579730071,100
3,30,c,9.789499985625546e-05,100
3,31,c,8.390997590251617e-05,100
3,32,c,7.192281593848773e-05,100
3,33,c,6.164811033352936e-05,100
3,34,c,5.284122233125025e-05,100
3,35,c,4.529246334322201e-05,100
3,36,c,3.882210034501136e-05,100
3,37,c,3.3276076502563844e-05,100
3,38,c,2.8522343138667714e-05,100
3,39,c,2.444771570522357e-05,100
3,40,c,2.0955178902993262e-05,100
3,41,c,1.796157678496997e-05,100
3,42,c,1.539563284550422e-05,100
3,43,c,1.3196252954371308e-05,100
3,44,c,1.1311070729152008e-05,100
3,45,c,9.69520071207481e-06,100
3,46,c,8.310169664586808e-06,100
3,47,c,7.1230005345018415e-06,100
3,48,c,6.105427285169413e-06,100
3,49,c,5.23322189208952e-06,100
3,50,c,3.139926855393216e-05,100
4,0,c,0.009027747057792261,100
4,1,c,0.007738066695802951,100
4,2,c,0.0066326267013662905,100
4,3,c,0.00568510697685484,100
4,4,c,0.0048729474450334605,100
4,5,c,0.004176810902368411,100
4,6,c,0.0035801226077093276,100
4,7,c,0.003068675644129235,100
4,8,c,0.0026302926577414353,100
4,9,c,0.002254535919625259,100
4,10,c,0.0019324588075477094,100
4,11,c,0.001656392790357235,100
4,12,c,0.0014197648432305416,100
4,13,c,0.0012169409465001856,100
4,14,c,0.0010430919418310332,100
4,15,c,0.0008940785518327284,100
4,16,c,0.000766352825470102,100
4,17,c,0.0006568736627247582,100
4,18,c,0.0005630344071828174,100
4,19,c,0.0004826007825564736,100
4,20,c,0.00041365769543191214,100
4,21,c,0.0003545636376377401,100
4,22,c,0.00030391160257189583,100
4,23,c,0.00026049558492002503,100
4,24,c,0.00022328186613662383,100
4,25,c,0.00019138440200728852,100
4,26,c,0.00016404372627946474,100
4,27,c,0.0001406088680655805,100
4,28,c,0.00012052185247853947,100
4,29,c,0.00010330441546605556,100
4,30,c,8.854661652901902e-05,100
4,31,c,7.589707819713755e-05,100
4,32,c,6.505461986765299e-05,100
4,33,c,5.5761086811959704e-05,100
4,34,c,4.779520361162557e-05,100
4,35,c,4.096730567644469e-05,100
4,36,c,3.511482340414753e-05,100
4,37,c,3.009841146115427e-05,100
4,38,c,2.5798631024237525e-05,100
4,39,c,2.2113105988451278e-05,100
4,40,c,1.895408543178868e-05,100
4,41,c,1.624635429971839e-05,100
4,42,c,1.3925442563920171e-05,100
4,43,c,1.1936090215906787e-05,100
4,44,c,1.0230931547658546e-05,100
4,45,c,8.769367392460072e-06,100
4,46,c,7.516598474502192e-06,100
4,47,c,6.442796851637455e-06,100
4,48,c,5.522395723579736e-06,100
4,49,c,4.733480696358376e-06,100
4,50,c,2.8400827376477195e-05,100
5,0,c,0.008165660022394237,100
5,1,c,0.006999135162299366,100
5,2,c,0.005999256996468846,100
5,3,c,0.005142218813482227,100
5,4,c,0.004407614866523372,100
