gamma,repetition,node,sim_time,num_nodes,offered,sent,load,losses,perc_success
0.006,15,9,6,10,5888371.0,0.0,6026905,90318,0
0.006,16,0,6,10,1518666.0,72332.33333333333,6169238,4409134,0.04762886199686655
0.006,16,1,6,10,5700123.0,0.0,5947232,60227,0
0.006,16,2,6,10,5683316.0,0.0,5701363,0,0
0.006,16,3,6,10,4670085.0,0.0,5875882,1001159,0
0.006,16,4,6,10,578994.0,117634.5,5730464,4904491,0.20317049917615726
0.006,16,5,6,10,1368754.0,0.0,6021065,4405248,0
0.006,16,6,6,10,5852938.0,0.0,6076054,0,0
0.006,16,7,6,10,4803057.0,78370.66666666667,6080597,1139265,0.016316830440835216
0.006,16,8,6,10,72303.0,18090.75,6279793,5960388,0.25020746027135804
0.006,16,9,6,10,5357169.0,0.0,5423345,0,0
0.006,17,0,6,10,4959335.0,146574.33333333334,5954301,753555,0.029555239428942254
0.006,17,1,6,10,5509597.0,0.0,5605997,0,0
0.006,17,2,6,10,5877016.0,0.0,6130096,48280,0
0.006,17,3,6,10,1037427.0,0.0,5726655,4532409,0
0.006,17,4,6,10,96322.0,24049.75,5852916,5515122,0.2496807582899026
0.006,17,5,6,10,5484998.0,0.0,6226327,554775,0
0.006,17,6,6,10,5731213.0,0.0,5743293,0,0
0.006,17,7,6,10,559831.0,26094.666666666664,5770851,4964120,0.04661168578850879
0.006,17,8,6,10,211085.0,45207.75,5699421,5247319,0.21416846294146907
0.006,17,9,6,10,5894995.0,0.0,6045750,30109,0
0.006,18,0,6,10,2693624.0,38176.666666666664,6103868,3217485,0.014172975391764651
0.006,18,1,6,10,5821849.0,0.0,6008138,114218,0
0.006,18,2,6,10,5742708.0,0.0,5784817,0,0
0.006,18,3,6,10,3478148.0,2001.6666666666667,6051691,2332606,0.0005754978415716257
0.006,18,4,6,10,162815.0,27114.5,6135488,5725654,0.16653563860823634
0.006,18,5,6,10,2832652.0,0.0,5622166,2590636,0
0.006,18,6,6,10,5862511.0,0.0,5928852,0,0
0.006,18,7,6,10,3308728.0,68344.0,5749596,2199574,0.02065567190775428
0.006,18,8,6,10,84460.0,18096.75,6239131,5913645,0.21426414870944827
0.006,18,9,6,10,5840505.0,0.0,5900726,0,0
0.006,19,0,6,10,3025787.0,16016.999999999998,6105474,2838643,0.00529349884839878
0.006,19,1,6,10,5930233.0,0.0,5954282,0,0
0.006,19,2,6,10,5828050.0,0.0,5918381,0,0
0.006,19,3,6,10,3024942.0,0.0,5803727,2730393,0
0.006,19,4,6,10,18068.0,4517.0,5972841,5713633,0.25
0.006,19,5,6,10,3290298.0,0.0,6375496,2844077,0
0.006,19,6,6,10,5889012.0,0.0,6154116,66545,0
0.006,19,7,6,10,2741675.0,40230.333333333336,6044190,3085801,0.014673633210841305
0.006,19,8,6,10,90220.0,19574.0,5742859,5405729,0.2169585457769896
0.006,19,9,6,10,5943238.0,0.0,6552137,379621,0
0.006,20,0,6,10,2971040.0,14083.0,5484556,2386976,0.004740091011901556
0.006,20,1,6,10,5941177.0,0.0,6067329,0,0
0.006,20,2,6,10,5965915.0,3009.5000000000005,6483976,367294,0.0005044490241647761
0.006,20,3,6,10,2994396.0,0.0,6001898,2760505,0
0.006,20,4,6,10,42265.0,7546.749999999999,5489621,5206365,0.17855790843487518
0.006,20,5,6,10,5380934.0,0.0,6405366,777205,0
0.006,20,6,6,10,5984414.0,0.0,6171158,18067,0
0.006,20,7,6,10,614277.0,10021.666666666666,5704901,4849842,0.016314572524555968
0.006,20,8,6,10,0.0,0.0,5948275,5707140,0
0.006,20,9,6,10,5929873.0,0.0,6056281,0,0
0.006,21,0,6,10,2458658.0,40228.666666666664,5917561,3296005,0.01636204249093069
0.006,21,1,6,10,5826771.0,0.0,5977343,0,0
0.006,21,2,6,10,5907465.0,0.0,5955718,0,0
0.006,21,3,6,10,3623307.0,2005.6666666666667,5715161,1844778,0.0005535458813362121
0.006,21,4,6,10,54250.0,12059.25,5610033,5308993,0.22229032258064516
0.006,21,5,6,10,2380864.0,0.0,5597946,3066754,0
0.006,21,6,6,10,5729465.0,0.0,5813818,0,0
0.006,21,7,6,10,3701370.0,16114.666666666666,5962095,2013387,0.004353703268429437
0.006,21,8,6,10,5986.0,1496.5,5930673,5677491,0.25
0.006,21,9,6,10,5931349.0,0.0,6069789,42232,0
0.006,22,0,6,10,2192984.0,76321.0,5943262,3509019,0.03480235149914455
0.006,22,1,6,10,5738615.0,0.0,5895198,0,0
0.006,22,2,6,10,5937232.0,0.0,6087679,0,0
0.006,22,3,6,10,3802641.0,0.0,6303989,2296412,0
0.006,22,4,6,10,132692.0,25640.5,5772540,5398658,0.19323320170017785
0.006,22,5,6,10,4159005.0,0.0,6123839,1723875,0
0.006,22,6,6,10,5775490.0,0.0,6094562,72264,0
0.006,22,7,6,10,1814637.0,16051.0,6311652,4255856,0.008845295229844867
0.006,22,8,6,10,42072.0,13533.5,6311416,6022207,0.32167474805096025
0.006,22,9,6,10,5754835.0,0.0,5803058,0,0
0.006,23,0,6,10,2049034.0,30154.333333333336,6079614,3783873,0.01471636553289664
0.006,23,1,6,10,5876328.0,0.0,6226222,114715,0
0.006,23,2,6,10,5906556.0,0.0,6123711,66374,0
0.006,23,3,6,10,3918510.0,0.0,6106181,2031185,0
0.006,23,4,6,10,42266.0,10566.5,6152197,5869082,0.25
0.006,23,5,6,10,5707071.0,1997.0,6183273,367654,0.0003499167961989609
0.006,23,6,6,10,5876001.0,0.0,6002566,0,0
0.006,23,7,6,10,325022.0,26158.333333333332,6087608,5515475,0.08048173149304765
0.006,23,8,6,10,72187.0,15004.75,5948004,5634933,0.2078594483771316
0.006,23,9,6,10,5870967.0,0.0,6039551,0,0
0.006,24,0,6,10,2748827.0,50274.33333333333,5979674,2983859,0.018289377008205075
0.006,24,1,6,10,5827976.0,0.0,6038885,36150,0
0.006,24,2,6,10,5943274.0,0.0,6346689,198880,0
0.006,24,3,6,10,3297174.0,0.0,5991197,2615704,0
0.006,24,4,6,10,36219.0,4533.5,6254030,5976580,0.1251691101355642
0.006,24,5,6,10,5483077.0,0.0,6266456,536472,0
0.006,24,6,6,10,5786361.0,0.0,5834620,0,0
0.006,24,7,6,10,512505.0,20044.666666666668,6040007,5298490,0.03911116314312381
0.006,24,8,6,10,192609.0,43646.5,5875931,5436388,0.22660675254012014
0.006,24,9,6,10,5907300.0,0.0,6021888,0,0
0.006,25,0,6,10,4219561.0,50207.0,6238912,1790133,0.011898631160919347
0.006,25,1,6,10,5815464.0,0.0,5906031,0,0
0.006,25,2,6,10,5892937.0,0.0,6085538,36139,0
0.006,25,3,6,10,1813993.0,0.0,5978242,3923159,0
0.006,25,4,6,10,12075.0,3018.75,5953783,5700659,0.25
0.006,25,5,6,10,4526015.0,0.0,5870046,1193631,0
0.006,25,6,6,10,5701694.0,0.0,5743908,0,0
0.006,25,7,6,10,1476859.0,22061.333333333336,5912060,4194126,0.014938009202864548
0.006,25,8,6,10,307419.0,55779.5,6014587,5460006,0.18144454311542227
0.006,25,9,6,10,5911881.0,0.0,6436805,350002,0
0.006,26,0,6,10,3977102.0,8039.333333333333,5996191,1868386,0.002021404865485807
0.006,26,1,6,10,5943293.0,0.0,6117858,0,0
0.006,26,2,6,10,5894276.0,0.0,5984603,0,0
0.006,26,3,6,10,2013346.0,0.0,5821669,3567247,0
0.006,26,4,6,10,12135.0,3033.75,6171634,5918497,0.25
0.006,26,5,6,10,4393326.0,0.0,6044209,1530535,0
0.006,26,6,6,10,5835900.0,0.0,5938284,0,0
0.006,26,7,6,10,1651407.0,20093.0,5497438,3598987,0.012167200453915963
0.006,26,8,6,10,42106.0,10526.5,5894415,5605114,0.25
0.006,26,9,6,10,5965337.0,0.0,6206312,96483,0
0.006,27,0,6,10,4315123.0,54282.0,6057153,1518856,0.012579479194451699
0.006,27,1,6,10,5810015.0,3027.5,5828135,0,0.0005210829920404681
0.006,27,2,6,10,5784846.0,0.0,5953562,0,0
0.006,27,3,6,10,1663193.0,0.0,5929991,4025565,0
0.006,27,4,6,10,18061.0,1499.5,5791428,5532424,0.08302419578096451
0.006,27,5,6,10,5744084.0,2005.9999999999998,6262222,403458,0.00034922887617938733
0.006,27,6,6,10,5883119.0,0.0,6075670,0,0
0.006,27,7,6,10,397185.0,56111.00000000001,6212753,5574403,0.14127169958583533
0.006,27,8,6,10,18086.0,3011.75,6147205,5888046,0.16652383058719453
0.006,27,9,6,10,5827397.0,0.0,5929879,0,0
0.006,28,0,6,10,1409650.0,48204.33333333333,6218145,4567511,0.03419595880774187
0.006,28,1,6,10,5798634.0,0.0,5991362,0,0
0.006,28,2,6,10,5937147.0,0.0,6244576,162635,0
0.006,28,3,6,10,4707615.0,1993.0,5810820,861954,0.000423356625382492
0.006,28,4,6,10,30237.0,6044.25,5877614,5600099,0.19989582299831332
0.006,28,5,6,10,3657536.0,0.0,5742755,1940804,0
0.006,28,6,6,10,5952592.0,0.0,6043089,0,0
0.006,28,7,6,10,2350986.0,14029.0,5774020,3175834,0.005967283514236155
0.006,28,8,6,10,24126.0,6034.000000000001,6063213,5798106,0.2501036226477659
0.006,28,9,6,10,5815383.0,0.0,5899488,0,0
0.006,29,0,6,10,2356484.0,48265.666666666664,6314677,3716874,0.020482068482818753
0.006,29,1,6,10,5804810.0,0.0,5841031,0,0
0.006,29,2,6,10,5910685.0,5982.0,5989156,0,0.0010120654374239195
0.006,29,3,6,10,3723216.0,2003.0,5567017,1789467,0.0005379757714835776
0.006,29,4,6,10,5987.0,2993.5,6020562,5767668,0.5
0.006,29,5,6,10,4574727.0,2008.6666666666667,6040226,1290589,0.0004390790240962284
0.006,29,6,6,10,5877255.0,0.0,6112395,102573,0
0.006,29,7,6,10,1422720.0,18033.0,6509544,4845744,0.012675016869095817
0.006,29,8,6,10,114528.0,22573.25,6321453,5965820,0.19709808955015368
0.006,29,9,6,10,5882750.0,0.0,6226287,108566,0
0.006,30,0,6,10,2567965.0,14112.333333333334,5786748,3128460,0.005495531805664537
0.006,30,1,6,10,5928957.0,0.0,5989084,5985,0
0.006,30,2,6,10,5857528.0,6013.0,5905822,6041,0.0010265422546849115
0.006,30,3,6,10,3411031.0,0.0,5954039,2296011,0
0.006,30,4,6,10,78322.0,16562.5,6116152,5796813,0.21146676540435638
0.006,30,5,6,10,2742308.0,2012.0,5857390,3018593,0.0007336885572298954
0.006,30,6,6,10,5853710.0,0.0,5974319,0,0
0.006,30,7,6,10,3303768.0,32200.000000000004,5810351,2265625,0.009746447087083597
0.006,30,8,6,10,24036.0,4508.75,6019589,5754996,0.1875832085205525
0.006,30,9,6,10,5874848.0,0.0,6248778,205003,0
0.006,31,0,6,10,2573671.0,82411.0,5702050,2887120,0.03202079830716514
0.006,31,1,6,10,5689930.0,6034.5,5816570,0,0.0010605578627505084
0.006,31,2,6,10,5736075.0,0.0,5928941,24127,0
0.006,31,3,6,10,3549353.0,0.0,5989412,2235454,0
0.006,31,4,6,10,18090.0,4522.5,6248837,5983585,0.25
0.006,31,5,6,10,3043729.0,0.0,5953551,2741084,0
0.006,31,6,6,10,5990331.0,0.0,6429820,288997,0
0.006,31,7,6,10,3090278.0,64244.33333333333,5730068,2392589,0.0207891760331379
0.006,31,8,6,10,0.0,0.0,6062857,5815991,0
0.006,31,9,6,10,5972466.0,0.0,6183794,36155,0
0.006,32,0,6,10,3809400.0,76327.0,6033063,1982479,0.02003648868588229
0.006,32,1,6,10,5731515.0,0.0,5966429,48244,0
0.006,32,2,6,10,5900920.0,0.0,6003328,0,0
0.006,32,3,6,10,2192785.0,6022.0,6211453,3807645,0.00274627927498592
0.006,32,4,6,10,60211.0,10537.25,6201392,5894168,0.1750053976848084
0.006,32,5,6,10,4567665.0,0.0,5833203,1042636,0
0.006,32,6,6,10,5848316.0,0.0,6011304,0,0
0.006,32,7,6,10,1512680.0,22096.333333333332,6026892,4272809,0.014607407603282474
0.006,32,8,6,10,90219.0,19542.75,6242316,5911597,0.21661457121005553
0.006,32,9,6,10,5936717.0,0.0,5984819,0,0
0.006,33,0,6,10,283024.0,22088.0,6520654,5996182,0.07804285148962632
0.006,33,1,6,10,5918239.0,3035.0,6412393,307443,0.0005128214659799984
0.006,33,2,6,10,5858407.0,12126.5,5973088,42229,0.002069931297023235
0.006,33,3,6,10,5783245.0,2000.6666666666665,6150717,301204,0.0003459418832621939
0.006,33,4,6,10,48276.0,12054.5,6036088,5740869,0.24969964371530368
0.006,33,5,6,10,2602853.0,0.0,5663472,2819752,0
0.006,33,6,6,10,5586796.0,0.0,5616995,0,0
0.006,33,7,6,10,3380787.0,38181.333333333336,5634613,2115199,0.011293622855664475
0.006,33,8,6,10,42178.0,4517.25,5834012,5550810,0.10709967281521172
0.006,33,9,6,10,5803261.0,0.0,5960034,0,0
0.006,34,0,6,10,1916154.0,8027.333333333332,6099295,3978426,0.004189294458239438
0.006,34,1,6,10,5948762.0,0.0,5978920,0,0
0.006,34,2,6,10,5699418.0,0.0,5838052,0,0
0.006,34,3,6,10,4074687.0,0.0,5786340,1470567,0
0.006,34,4,6,10,6013.0,1503.25,6087206,5840023,0.25
0.006,34,5,6,10,3568824.0,0.0,6149713,2430311,0
0.006,34,6,6,10,5929348.0,0.0,5953499,6050,0
0.006,34,7,6,10,2616311.0,80382.33333333333,6177362,3320134,0.030723539110347864
0.006,34,8,6,10,72423.0,16620.75,5723881,5410586,0.22949546414812974
0.006,34,9,6,10,5779955.0,0.0,6069207,66252,0
0.006,35,0,6,10,801731.0,36105.0,6132512,5095961,0.04503380809772854
0.006,35,1,6,10,5865076.0,0.0,5883304,0,0
0.006,35,2,6,10,5816033.0,0.0,6111199,120559,0
0.006,35,3,6,10,5194970.0,0.0,6364103,928398,0
0.006,35,4,6,10,193071.0,34675.75,6170753,5730613,0.17960102760124513
0.006,35,5,6,10,1760087.0,2017.3333333333335,5994875,4102271,0.001146155464663584
0.006,35,6,6,10,5834477.0,0.0,6051291,12069,0
0.006,35,7,6,10,4201876.0,54248.33333333333,5799041,1356249,0.012910503149862902
0.006,35,8,6,10,29967.0,8990.75,6084309,5813449,0.30002169052624555
0.006,35,9,6,10,5832026.0,0.0,5940364,0,0
0.006,36,0,6,10,3730429.0,12078.666666666666,6104928,2127485,0.00323787603695625
0.006,36,1,6,10,5936842.0,0.0,6286188,120508,0
0.006,36,2,6,10,5832660.0,3018.5,5923029,0,0.0005175168790911865
0.006,36,3,6,10,2258832.0,0.0,5688628,3212930,0
0.006,36,4,6,10,18087.0,6024.25,5617142,5357741,0.33307071377232267
0.006,36,5,6,10,5169819.0,0.0,5995539,584546,0
0.006,36,6,6,10,5816554.0,0.0,5997555,0,0
0.006,36,7,6,10,928340.0,36194.33333333333,6201437,5026122,0.03898822988703851
0.006,36,8,6,10,229000.0,37651.0,5822386,5352662,0.16441484716157206
0.006,36,9,6,10,5911786.0,0.0,6146777,108445,0
0.006,37,0,6,10,3591372.0,126516.33333333333,5857147,2163386,0.03522785535258763
0.006,37,1,6,10,5536426.0,6042.0,5669028,0,0.001091317756256473
0.006,37,2,6,10,5954459.0,0.0,6261759,84222,0
0.006,37,3,6,10,2544493.0,0.0,6202789,3411094,0
0.006,37,4,6,10,30119.0,10566.25,5881667,5610802,0.35081676018460106
0.006,37,5,6,10,3786763.0,0.0,6028683,2079153,0
0.006,37,6,6,10,5665958.0,0.0,5780539,0,0
0.006,37,7,6,10,2200609.0,8001.0,6311278,3863471,0.00363581172302758
0.006,37,8,6,10,198499.0,39071.5,6027029,5587402,0.19683474475941945
0.006,37,9,6,10,5816285.0,0.0,5846468,0,0
0.006,38,0,6,10,4742579.0,28086.0,5761727,940862,0.005922094286673981
0.006,38,1,6,10,5887496.0,0.0,5941954,0,0
0.006,38,2,6,10,5990764.0,0.0,6304319,78417,0
0.006,38,3,6,10,1235714.0,2007.6666666666665,5774814,4298081,0.0016247017244011694
0.006,38,4,6,10,0.0,0.0,5989902,5748667,0
0.006,38,5,6,10,5983209.0,0.0,6055512,30113,0
0.006,38,6,6,10,5869863.0,0.0,5960129,0,0
0.006,38,7,6,10,0.0,0.0,5779143,5537846,0
0.006,38,8,6,10,84292.0,16561.5,5921335,5596220,0.19647772030560431
0.006,38,9,6,10,5742908.0,0.0,5803373,0,0
0.006,39,0,6,10,391784.0,32183.000000000004,6097608,5464895,0.0821447532313724
0.006,39,1,6,10,5870595.0,0.0,6027410,0,0
0.006,39,2,6,10,5665796.0,0.0,5768230,0,0
0.006,39,3,6,10,5569423.0,0.0,5876750,265170,0
0.006,39,4,6,10,90579.0,15082.0,6255412,5923664,0.16650658541162963
0.006,39,5,6,10,3038872.0,0.0,6124261,2838201,0
0.006,39,6,6,10,5707696.0,0.0,5731851,0,0
0.006,39,7,6,10,2983468.0,102513.66666666667,6334143,3151870,0.034360571880330766
0.006,39,8,6,10,60280.0,15083.999999999998,6003441,5702006,0.2502322495023225
0.006,39,9,6,10,5731954.0,0.0,5744111,0,0
0.006,40,0,6,10,2308953.0,52300.666666666664,6444536,3894509,0.022651247845524212
0.006,40,1,6,10,5803358.0,5971.0,5887769,0,0.0010288870684869002
0.006,40,2,6,10,5761316.0,0.0,5803638,0,0
0.006,40,3,6,10,3791218.0,0.0,6182840,2162906,0
0.006,40,4,6,10,42303.0,7546.499999999999,5954566,5671422,0.17839160343238067
0.006,40,5,6,10,2687271.0,0.0,6260417,3392367,0
0.006,40,6,6,10,5912507.0,0.0,6033151,0,0
0.006,40,7,6,10,3307883.0,72347.66666666667,6002397,2453407,0.02187128948232651
0.006,40,8,6,10,72275.0,13563.0,6229573,5916437,0.18765824974057418
0.006,40,9,6,10,5912232.0,0.0,6128903,48116,0
0.006,41,0,6,10,132655.0,8029.333333333334,6237838,5864239,0.060527935873757745
0.006,41,1,6,10,5943423.0,0.0,6009750,0,0
0.006,41,2,6,10,5972822.0,0.0,6280362,108522,0
0.006,41,3,6,10,5872591.0,0.0,6186214,78202,0
0.006,41,4,6,10,60165.0,10529.5,6002206,5700902,0.17501038809939334
0.006,41,5,6,10,2765846.0,0.0,5856965,2916261,0
0.006,41,6,6,10,5840195.0,0.0,5870311,0,0
0.006,41,7,6,10,3212014.0,6006.0,6033728,2580080,0.001869854863646298
0.006,41,8,6,10,5987.0,4490.25,6145262,5898499,0.75
0.006,41,9,6,10,5918838.0,0.0,6214055,78278,0
0.006,42,0,6,10,5368863.0,8022.333333333333,5965458,361859,0.0014942331985996538
0.006,42,1,6,10,5954657.0,0.0,6255948,114514,0
0.006,42,2,6,10,5946513.0,0.0,6133718,0,0
0.006,42,3,6,10,608694.0,0.0,6051121,5201538,0
0.006,42,4,6,10,60320.0,24143.0,6159647,5852044,0.4002486737400531
0.006,42,5,6,10,5497628.0,0.0,5876944,313104,0
0.006,42,6,6,10,5760875.0,0.0,5965570,0,0
0.006,42,7,6,10,482635.0,6029.333333333333,6007660,5277748,0.012492532313929435
0.006,42,8,6,10,259214.0,45242.75,5828919,5328635,0.17453821938629857
0.006,42,9,6,10,5739019.0,0.0,5913827,0,0
0.006,43,0,6,10,355335.0,2008.3333333333335,5901237,5305001,0.0056519434711844695
0.006,43,1,6,10,5973222.0,0.0,6105884,0,0
0.006,43,2,6,10,5871097.0,2997.0,6069931,6055,0.0005104667832945019
0.006,43,3,6,10,5635356.0,4028.0000000000005,6027034,331375,0.0007147729442470006
0.006,43,4,6,10,84372.0,19592.75,5838450,5513034,0.23221862703266485
0.006,43,5,6,10,2567159.0,0.0,5605415,2791042,0
0.006,43,6,6,10,5732912.0,0.0,5732912,0,0
0.006,43,7,6,10,3406126.0,34157.66666666667,6040435,2453431,0.010028303904983746
0.006,43,8,6,10,0.0,0.0,6019155,5778266,0
0.006,43,9,6,10,5873365.0,0.0,5921612,0,0
0.006,44,0,6,10,4519378.0,2007.3333333333335,6152593,1434268,0.0004441614163128938
0.006,44,1,6,10,5953966.0,0.0,6170810,48303,0
0.006,44,2,6,10,5503805.0,0.0,5576189,0,0
0.006,44,3,6,10,1458443.0,0.0,6169558,4470068,0
0.006,44,4,6,10,138643.0,25618.25,6080995,5695231,0.18477853191289859
0.006,44,5,6,10,4706506.0,4042.0,6044689,1169669,0.0008588111860475691
0.006,44,6,6,10,5940872.0,0.0,6031260,0,0
0.006,44,7,6,10,1535878.0,128474.00000000001,6175585,4398401,0.08364857104535647
0.006,44,8,6,10,42084.0,10535.25,5899517,5616127,0.2503386084972911
0.006,44,9,6,10,5839592.0,0.0,6164897,150678,0
0.006,45,0,6,10,2748631.0,24076.333333333336,6087634,3097738,0.008759390887075542
0.006,45,1,6,10,5899223.0,0.0,5989771,0,0
0.006,45,2,6,10,5984511.0,6027.999999999999,6418564,265304,0.0010072669262367467
0.006,45,3,6,10,3243321.0,0.0,6075990,2597676,0
0.006,45,4,6,10,12046.0,6023.999999999999,6177409,5924503,0.5000830151087498
0.006,45,5,6,10,4333566.0,0.0,5732447,1157815,0
0.006,45,6,6,10,5910347.0,0.0,6072678,0,0
0.006,45,7,6,10,1627879.0,0.0,5918966,4146417,0
0.006,45,8,6,10,60325.0,13572.75,5814399,5513473,0.22499378367177786
0.006,45,9,6,10,5936991.0,0.0,5967076,0,0
0.006,46,0,6,10,518798.0,14058.666666666666,6236374,5476666,0.02709853674583685
0.006,46,1,6,10,5939529.0,0.0,5999561,0,0
0.006,46,2,6,10,5894102.0,0.0,6339513,216595,0
0.006,46,3,6,10,5478242.0,0.0,6074263,475555,0
0.006,46,4,6,10,30191.0,3013.25,5990242,5718516,0.09980623364578849
0.006,46,5,6,10,1789394.0,0.0,6043475,4013217,0
0.006,46,6,6,10,5946147.0,0.0,6349491,216472,0
0.006,46,7,6,10,4242596.0,26085.333333333332,5966489,1537041,0.006148436790430513
0.006,46,8,6,10,12051.0,7534.5,5971522,5712686,0.6252178242469505
0.006,46,9,6,10,5977812.0,0.0,6152517,6060,0
0.006,47,0,6,10,2602191.0,130425.33333333334,6217278,3368117,0.05012135286507921
0.006,47,1,6,10,5545720.0,0.0,5588007,0,0
0.006,47,2,6,10,5949467.0,0.0,6359540,168915,0
0.006,47,3,6,10,3707608.0,0.0,6065079,2200370,0
0.006,47,4,6,10,54256.0,13597.0,5959880,5664637,0.2506082276614568
0.006,47,5,6,10,2386904.0,0.0,5917657,3283631,0
0.006,47,6,6,10,5604423.0,0.0,5689059,0,0
0.006,47,7,6,10,3620716.0,8032.666666666666,6470270,2686755,0.00221852988929998
0.006,47,8,6,10,210715.0,45170.5,5948701,5497075,0.2143677479059393
0.006,47,9,6,10,5863650.0,0.0,6062454,0,0
0.006,48,0,6,10,3369104.0,8026.0,5797225,2180841,0.0023822357517013426
0.006,48,1,6,10,5954700.0,0.0,6340425,235048,0
0.006,48,2,6,10,5874979.0,0.0,6037883,0,0
0.006,48,3,6,10,2591194.0,0.0,5857318,3036843,0
0.006,48,4,6,10,18170.0,6083.0,6044480,5779586,0.3347826086956522
0.006,48,5,6,10,5948227.0,0.0,6406123,319305,0
0.006,48,6,6,10,5725849.0,0.0,5737885,0,0
0.006,48,7,6,10,144761.0,26148.666666666668,6098179,5706526,0.18063336580064152
0.006,48,8,6,10,120616.0,24143.5,5983908,5622332,0.20016830271274128
0.006,48,9,6,10,5827748.0,0.0,5900185,0,0
0.006,49,0,6,10,1440732.0,16087.666666666668,6087498,4399516,0.011166314530854224
0.006,49,1,6,10,5912872.0,6034.0,6081374,0,0.0010204854764317578
0.006,49,2,6,10,5797377.0,0.0,5990309,0,0
0.006,49,3,6,10,4521373.0,0.0,5931493,1229578,0
0.006,49,4,6,10,12018.0,3004.5,6194724,5941698,0.25
0.006,49,5,6,10,1789474.0,6012.0,6115895,4085422,0.003359646465944741
0.006,49,6,6,10,5653129.0,0.0,5671215,0,0
0.006,49,7,6,10,4362685.0,46163.666666666664,6491227,1935640,0.010581480594328186
0.006,49,8,6,10,120917.0,16644.0,6243748,5875916,0.1376481388059578
0.006,49,9,6,10,5942507.0,0.0,6231578,96391,0
0.007,0,0,7,10,3700202.0,206860.6666666667,5653232,1856488,0.05590523616458417
0.007,0,1,7,10,6147520.0,0.0,6177626,0,0
0.007,0,2,7,10,6067785.0,0.0,6073798,0,0
0.007,0,3,7,10,3809301.0,0.0,6050754,2006761,0
0.007,0,4,7,10,541966.0,114452.5,6086635,5303852,0.2111802216375197
0.007,0,5,7,10,3405120.0,0.0,5911279,2488018,0
0.007,0,6,7,10,5929027.0,0.0,5941070,0,0
0.007,0,7,7,10,4055937.0,241023.66666666666,6068705,1783873,0.059424903953554174
0.007,0,8,7,10,826242.0,156783.25,6341558,5268134,0.18975463605093906
0.007,0,9,7,10,6171431.0,6015.0,6213588,0,0.0009746523942340115
0.007,1,0,7,10,3983953.0,259322.33333333334,6232585,2091725,0.06509171502106911
0.007,1,1,7,10,5977347.0,0.0,6019597,0,0
0.007,1,2,7,10,5882209.0,0.0,5882209,0,0
0.007,1,3,7,10,3659514.0,0.0,6352873,2452086,0
0.007,1,4,7,10,548670.0,102468.5,6196230,5400932,0.18675797838409244
0.007,1,5,7,10,3803389.0,0.0,6394457,2591068,0
0.007,1,6,7,10,5791124.0,0.0,5809148,0,0
0.007,1,7,7,10,3736247.0,285297.3333333334,5857479,1874333,0.07635933420176272
0.007,1,8,7,10,729223.0,153659.25,6159149,5182950,0.2107164063667767
0.007,1,9,7,10,6123070.0,0.0,6129134,0,0
0.007,2,0,7,10,3597835.0,172666.66666666666,6147381,2308701,0.047991824713102926
0.007,2,1,7,10,6244978.0,0.0,6251045,0,0
0.007,2,2,7,10,5828366.0,0.0,5852508,0,0
0.007,2,3,7,10,3755850.0,0.0,5852748,2042516,0
0.007,2,4,7,10,747113.0,153678.0,6194546,5206717,0.2056957916673917
0.007,2,5,7,10,3435927.0,0.0,6033740,2356811,0
0.007,2,6,7,10,5844686.0,0.0,5844686,0,0
0.007,2,7,7,10,4000950.0,278969.0,6031911,1904586,0.06972569014858972
0.007,2,8,7,10,656621.0,149093.25,6254255,5356840,0.2270613489364489
0.007,2,9,7,10,5864188.0,0.0,5864188,0,0
0.007,3,0,7,10,3639736.0,281194.0,5954064,2072895,0.07725670213444052
0.007,3,1,7,10,5882124.0,0.0,5882124,0,0
0.007,3,2,7,10,5986112.0,0.0,5998148,0,0
0.007,3,3,7,10,3947641.0,0.0,5874343,1752186,0
0.007,3,4,7,10,542423.0,114519.5,6164357,5374874,0.21112581877980838
0.007,3,5,7,10,3429247.0,0.0,6074205,2403722,0
0.007,3,6,7,10,6182820.0,0.0,6188872,0,0
0.007,3,7,7,10,3923762.0,237024.0,5895029,1862770,0.06040733357425858
0.007,3,8,7,10,476120.0,93379.25,6093470,5376305,0.1961254515668319
0.007,3,9,7,10,5996530.0,6028.999999999999,6020626,0,0.0010054147982249734
0.007,4,0,7,10,3531494.0,257299.66666666666,6448875,2700521,0.07285858808387234
0.007,4,1,7,10,5918776.0,0.0,5918776,0,0
0.007,4,2,7,10,5983291.0,0.0,5995312,0,0
0.007,4,3,7,10,3899537.0,0.0,6117781,1971285,0
0.007,4,4,7,10,693095.0,141649.25,6086507,5152255,0.20437205577878934
0.007,4,5,7,10,3556229.0,0.0,5882481,2181685,0
0.007,4,6,7,10,5754892.0,0.0,5767001,0,0
0.007,4,7,7,10,3988694.0,271119.6666666667,5784862,1554929,0.0679720396366998
0.007,4,8,7,10,710672.0,135529.25,6061837,5104174,0.1907057686246257
0.007,4,9,7,10,6176561.0,0.0,6236813,0,0
0.007,5,0,7,10,4827737.0,319482.6666666667,6165068,1319238,0.06617648531116477
0.007,5,1,7,10,5732334.0,0.0,5756490,0,0
0.007,5,2,7,10,6153038.0,0.0,6183174,0,0
0.007,5,3,7,10,2573459.0,6043.333333333333,5882092,3067879,0.002348330917000556
0.007,5,4,7,10,313745.0,57300.25,5822106,5267090,0.18263318937353584
